"Instance","Blocking","Lower_Bound","Upper_Bound","Gap","Trivial_Instance","Opt_Solved","Timed_Out","Memory_Out","Opt_Value","Num_Variables","Num_Constraints","Solving_Time","Nodes_Iterations","UB_Opt","LP_Relax","LP_Diff_Blocking","LP_Diff_LB"
"Average",36.075,41.525,49.85,8.325,"2","0","0","38",42,91384,1.75e6,NA,NA,"2",NA,NA,NA
"1",38.0,43.0,52.0,9.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"2",37.0,44.0,50.0,6.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"3",38.0,41.0,55.0,14.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"4",37.0,41.0,45.0,4.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"5",37.0,39.0,49.0,10.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"6",35.0,44.0,47.0,3.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"7",44.0,50.0,56.0,6.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.73e6,NA,NA,"FALSE",NA,NA,NA
"8",38.0,42.0,58.0,16.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"9",33.0,35.0,42.0,7.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.76e6,NA,NA,"FALSE",NA,NA,NA
"10",30.0,36.0,46.0,10.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"11",33.0,38.0,54.0,16.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"12",36.0,40.0,44.0,4.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"13",35.0,37.0,51.0,14.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"14",38.0,40.0,45.0,5.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"15",35.0,45.0,57.0,12.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"16",37.0,38.0,43.0,5.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"17",38.0,41.0,49.0,8.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"18",40.0,45.0,48.0,3.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"19",36.0,40.0,52.0,12.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"20",36.0,39.0,52.0,13.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"21",32.0,41.0,47.0,6.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"22",37.0,46.0,57.0,11.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"23",33.0,42.0,49.0,7.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"24",34.0,41.0,51.0,10.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"25",38.0,40.0,45.0,5.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"26",31.0,35.0,42.0,7.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.76e6,NA,NA,"FALSE",NA,NA,NA
"27",32.0,41.0,48.0,7.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"28",39.0,47.0,56.0,9.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"29",40.0,43.0,48.0,5.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"30",33.0,43.0,48.0,5.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"31",34.0,48.0,48.0,0.0,"TRUE",NA,NA,NA,48,NA,NA,NA,NA,"TRUE",NA,NA,NA
"32",41.0,48.0,66.0,18.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"33",36.0,41.0,48.0,7.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"34",35.0,40.0,50.0,10.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"35",30.0,36.0,36.0,0.0,"TRUE",NA,NA,NA,36,NA,NA,NA,NA,"TRUE",NA,NA,NA
"36",39.0,46.0,51.0,5.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"37",39.0,40.0,47.0,7.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"38",35.0,38.0,47.0,9.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
"39",37.0,42.0,65.0,23.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.74e6,NA,NA,"FALSE",NA,NA,NA
"40",37.0,45.0,50.0,5.0,"FALSE","FALSE","FALSE","TRUE",NA,91384,1.75e6,NA,NA,"FALSE",NA,NA,NA
