"Instance","Blocking","Lower_Bound","Upper_Bound","Gap","Trivial_Instance","Opt_Solved","Timed_Out","Memory_Out","Opt_Value","Num_Variables","Num_Constraints","Solving_Time","Nodes_Iterations","UB_Opt","LP_Relax","LP_Diff_Blocking","LP_Diff_LB"
"Average",19.125,22.425000000000004,26.325000000000003,3.9,"5","31","4","0",23.77777777777778,19088.0,260202.1935483871,170.8612903225807,25.64516129032258,"9","23.465045161290323","1.7231096774193553","-2.0833419354838703"
"1",16.0,18.0,22.0,4.0,"false","true","false","false",18.0,19088.0,261938.0,2.508,0.0,"false","16.785575","0.7855750000000015","-1.2144249999999985"
"2",20.0,22.0,24.0,2.0,"false","true","false","false",24.0,19088.0,260513.0,7.351,0.0,"true","21.408788","1.4087880000000013","-0.5912119999999987"
"3",20.0,24.0,31.0,7.0,"false","true","false","false",29.0,19088.0,258452.0,1832.261,343.0,"false","22.843039","2.843039000000001","-1.156960999999999"
"4",18.0,22.0,22.0,0.0,"true",NA,NA,NA,22.0,NA,NA,NA,NA,"true",NA,NA,NA
"5",21.0,23.0,33.0,10.0,"false","false","true","false",NA,19088.0,257902.0,NA,NA,"false","22.175682","1.1756819999999983","-0.8243180000000017"
"6",16.0,21.0,23.0,2.0,"false","true","false","false",23.0,19088.0,261952.0,5.568,0.0,"true","17.77439","1.7743900000000004","-3.2256099999999996"
"7",16.0,17.0,17.0,0.0,"true",NA,NA,NA,17.0,NA,NA,NA,NA,"true",NA,NA,NA
"8",21.0,23.0,26.0,3.0,"false","true","false","false",25.0,19088.0,259819.0,22.028,0.0,"false","22.116239","1.1162390000000002","-0.8837609999999998"
"9",16.0,16.0,18.0,2.0,"false","true","false","false",18.0,19088.0,261791.0,3.405,0.0,"true","16.541667","0.5416670000000003","0.5416670000000003"
"10",20.0,23.0,30.0,7.0,"false","true","false","false",25.0,19088.0,259753.0,304.318,5.0,"false","20.987179","0.9871790000000011","-2.012820999999999"
"11",19.0,23.0,26.0,3.0,"false","true","false","false",25.0,19088.0,259934.0,32.987,0.0,"false","20.503161","1.5031609999999986","-2.4968390000000014"
"12",20.0,22.0,29.0,7.0,"false","true","false","false",25.0,19088.0,259187.0,171.829,0.0,"false","21.275243","1.2752429999999997","-0.7247570000000003"
"13",19.0,25.0,30.0,5.0,"false","true","false","false",28.0,19088.0,259320.0,415.868,0.0,"false","21.657259","2.657259","-3.342741"
"14",18.0,23.0,24.0,1.0,"false","true","false","false",23.0,19088.0,260787.0,8.842,0.0,"false","19.423175","1.4231750000000005","-3.5768249999999995"
"15",22.0,23.0,25.0,2.0,"false","true","false","false",24.0,19088.0,259090.0,9.94,0.0,"false","22.6","0.6000000000000014","-0.3999999999999986"
"16",20.0,22.0,24.0,2.0,"false","true","false","false",23.0,19088.0,259586.0,17.828,0.0,"false","20.687783","0.6877829999999996","-1.3122170000000004"
"17",19.0,22.0,27.0,5.0,"false","true","false","false",26.0,19088.0,261188.0,46.322,0.0,"false","20.520537","1.520537000000001","-1.479462999999999"
"18",21.0,25.0,30.0,5.0,"false","true","false","false",27.0,19088.0,258188.0,248.976,0.0,"false","22.646701","1.6467010000000002","-2.353299"
"19",20.0,22.0,25.0,3.0,"false","true","false","false",24.0,19088.0,259387.0,17.652,0.0,"false","21.110243","1.1102430000000005","-0.8897569999999995"
"20",21.0,27.0,36.0,9.0,"false","false","true","false",NA,19088.0,257292.0,NA,NA,"false","23.856999","2.8569989999999983","-3.1430010000000017"
"21",21.0,25.0,32.0,7.0,"false","true","false","false",28.0,19088.0,258754.0,986.905,281.0,"false","23.103568","2.103567999999999","-1.8964320000000008"
"22",18.0,21.0,27.0,6.0,"false","true","false","false",24.0,19088.0,259413.0,276.127,24.0,"false","19.333272","1.333272000000001","-1.666727999999999"
