"Instance","Blocking","Lower_Bound","Upper_Bound","Gap","Trivial_Instance","Opt_Solved","Timed_Out","Memory_Out","Opt_Value","Num_Variables","Num_Constraints","Solving_Time","Nodes_Iterations","UB_Opt","LP_Relax","LP_Diff_Blocking","LP_Diff_LB"
"Average",11.075000000000001,13.224999999999996,14.675,1.4500000000000002,"11","29","0","0",14.025,6560.0,74130.06896551725,2.320068965517241,3.5172413793103448,"26","12.129004103448274","1.025555827586207","-1.3192717586206895"
"1",12.0,15.0,18.0,3.0,"false","true","false","false",17.0,6560.0,74104.0,8.679,59.0,"false","13.0","1.0","-2.0"
"2",7.0,7.0,8.0,1.0,"false","true","false","false",8.0,6560.0,75038.0,0.541,0.0,"true","7.2","0.20000000000000018","0.20000000000000018"
"3",10.0,13.0,13.0,0.0,"true",NA,NA,NA,13.0,NA,NA,NA,NA,"true",NA,NA,NA
"4",11.0,14.0,16.0,2.0,"false","true","false","false",14.0,6560.0,74141.0,0.828,0.0,"false","11.8125","0.8125","-2.1875"
"5",13.0,14.0,15.0,1.0,"false","true","false","false",15.0,6560.0,74036.0,0.641,0.0,"true","13.503759","0.5037590000000005","-0.4962409999999995"
"6",12.0,16.0,20.0,4.0,"false","true","false","false",16.0,6560.0,73515.0,1.209,0.0,"false","13.517494","1.5174939999999992","-2.4825060000000008"
"7",12.0,12.0,14.0,2.0,"false","true","false","false",14.0,6560.0,74456.0,1.615,0.0,"true","12.230769","0.23076900000000045","0.23076900000000045"
"8",11.0,11.0,12.0,1.0,"false","true","false","false",12.0,6560.0,74804.0,0.316,0.0,"true","11.166667","0.16666700000000034","0.16666700000000034"
"9",10.0,12.0,13.0,1.0,"false","true","false","false",13.0,6560.0,74076.0,0.638,0.0,"true","10.944629","0.9446290000000008","-1.0553709999999992"
"10",13.0,16.0,17.0,1.0,"false","true","false","false",17.0,6560.0,73873.0,1.117,0.0,"true","14.141667","1.141667","-1.858333"
"11",13.0,14.0,14.0,0.0,"true",NA,NA,NA,14.0,NA,NA,NA,NA,"true",NA,NA,NA
"12",12.0,13.0,13.0,0.0,"true",NA,NA,NA,13.0,NA,NA,NA,NA,"true",NA,NA,NA
"13",8.0,13.0,14.0,1.0,"false","true","false","false",14.0,6560.0,74359.0,0.717,0.0,"true","10.320221","2.320221","-2.679779"
"14",10.0,11.0,11.0,0.0,"true",NA,NA,NA,11.0,NA,NA,NA,NA,"true",NA,NA,NA
"15",12.0,14.0,17.0,3.0,"false","true","false","false",15.0,6560.0,74401.0,0.522,0.0,"false","13.248056","1.248056","-0.751944"
"16",9.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"17",12.0,16.0,17.0,1.0,"false","true","false","false",16.0,6560.0,73772.0,0.883,0.0,"false","13.393849","1.3938489999999994","-2.6061510000000006"
"18",15.0,16.0,16.0,0.0,"true",NA,NA,NA,16.0,NA,NA,NA,NA,"true",NA,NA,NA
"19",11.0,14.0,15.0,1.0,"false","true","false","false",14.0,6560.0,74048.0,0.809,0.0,"false","12.0","1.0","-2.0"
"20",10.0,10.0,11.0,1.0,"false","true","false","false",11.0,6560.0,75153.0,0.305,0.0,"true","10.318093","0.3180929999999993","0.3180929999999993"
"21",12.0,13.0,14.0,1.0,"false","true","false","false",14.0,6560.0,74036.0,0.67,0.0,"true","12.608338","0.6083379999999998","-0.3916620000000002"
"22",7.0,9.0,10.0,1.0,"false","true","false","false",10.0,6560.0,74791.0,0.401,0.0,"true","7.937456","0.9374560000000001","-1.062544"
"23",7.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"24",12.0,17.0,17.0,0.0,"true",NA,NA,NA,17.0,NA,NA,NA,NA,"true",NA,NA,NA
"25",15.0,17.0,20.0,3.0,"false","true","false","false",18.0,6560.0,73333.0,4.237,0.0,"false","15.6","0.5999999999999996","-1.4000000000000004"
"26",12.0,13.0,13.0,0.0,"true",NA,NA,NA,13.0,NA,NA,NA,NA,"true",NA,NA,NA
"27",9.0,12.0,17.0,5.0,"false","true","false","false",14.0,6560.0,74325.0,2.09,0.0,"false","10.685294","1.6852940000000007","-1.3147059999999993"
"28",13.0,16.0,18.0,2.0,"false","true","false","false",18.0,6560.0,73760.0,29.186,43.0,"true","14.036735","1.0367350000000002","-1.9632649999999998"
"29",12.0,13.0,17.0,4.0,"false","true","false","false",14.0,6560.0,74004.0,1.268,0.0,"false","12.644311","0.6443110000000001","-0.3556889999999999"
"30",12.0,14.0,15.0,1.0,"false","true","false","false",15.0,6560.0,74186.0,0.685,0.0,"true","12.657143","0.6571429999999996","-1.3428570000000004"
"31",8.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"32",12.0,14.0,16.0,2.0,"false","true","false","false",15.0,6560.0,74206.0,0.787,0.0,"false","12.996382","0.9963820000000005","-1.0036179999999995"
"33",9.0,14.0,15.0,1.0,"false","true","false","false",15.0,6560.0,74244.0,0.559,0.0,"true","11.07877","2.0787700000000005","-2.9212299999999995"
"34",13.0,15.0,15.0,0.0,"true",NA,NA,NA,15.0,NA,NA,NA,NA,"true",NA,NA,NA
"35",12.0,13.0,16.0,3.0,"false","true","false","false",16.0,6560.0,74082.0,0.888,0.0,"true","12.979853","0.9798530000000003","-0.020146999999999693"
"36",12.0,15.0,19.0,4.0,"false","true","false","false",17.0,6560.0,73689.0,2.998,0.0,"false","13.266596","1.2665959999999998","-1.7334040000000002"
"37",11.0,15.0,16.0,1.0,"false","true","false","false",15.0,6560.0,73641.0,1.345,0.0,"false","12.5439","1.5439000000000007","-2.4560999999999993"
"38",11.0,13.0,15.0,2.0,"false","true","false","false",14.0,6560.0,74105.0,0.774,0.0,"false","11.910156","0.9101560000000006","-1.0898439999999994"
"39",10.0,13.0,16.0,3.0,"false","true","false","false",14.0,6560.0,73714.0,1.34,0.0,"false","11.046774","1.0467739999999992","-1.9532260000000008"
"40",11.0,15.0,17.0,2.0,"false","true","false","false",17.0,6560.0,73880.0,1.234,0.0,"true","12.951707","1.9517070000000007","-2.0482929999999993"
