"Instance","Blocking","Lower_Bound","Upper_Bound","Gap","Trivial_Instance","Opt_Solved","Timed_Out","Memory_Out","Opt_Value","Num_Variables","Num_Constraints","Solving_Time","Nodes_Iterations","UB_Opt","LP_Relax","LP_Diff_Blocking","LP_Diff_LB"
"Average",9.249999999999998,10.45,10.725,0.27499999999999997,"32","8","0","0",10.65,6943.0,90340.375,1.2715,0.0,"37","10.621792375","0.49679237500000006","-0.6282076249999999"
"1",6.0,7.0,8.0,1.0,"false","true","false","false",8.0,6943.0,90764.0,0.508,0.0,"true","6.490879","0.4908789999999996","-0.5091210000000004"
"2",9.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"3",8.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"4",9.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"5",11.0,13.0,13.0,0.0,"true",NA,NA,NA,13.0,NA,NA,NA,NA,"true",NA,NA,NA
"6",8.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"7",10.0,13.0,13.0,0.0,"true",NA,NA,NA,13.0,NA,NA,NA,NA,"true",NA,NA,NA
"8",11.0,12.0,12.0,0.0,"true",NA,NA,NA,12.0,NA,NA,NA,NA,"true",NA,NA,NA
"9",8.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"10",9.0,10.0,11.0,1.0,"false","true","false","false",10.0,6943.0,90560.0,0.705,0.0,"false","9.293023","0.2930229999999998","-0.7069770000000002"
"11",9.0,11.0,11.0,0.0,"true",NA,NA,NA,11.0,NA,NA,NA,NA,"true",NA,NA,NA
"12",10.0,11.0,11.0,0.0,"true",NA,NA,NA,11.0,NA,NA,NA,NA,"true",NA,NA,NA
"13",10.0,11.0,13.0,2.0,"false","true","false","false",12.0,6943.0,90544.0,2.456,0.0,"false","10.493311","0.4933110000000003","-0.5066889999999997"
"14",9.0,12.0,12.0,0.0,"true",NA,NA,NA,12.0,NA,NA,NA,NA,"true",NA,NA,NA
"15",8.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"16",7.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"17",7.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"18",8.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"19",10.0,12.0,12.0,0.0,"true",NA,NA,NA,12.0,NA,NA,NA,NA,"true",NA,NA,NA
"20",9.0,11.0,11.0,0.0,"true",NA,NA,NA,11.0,NA,NA,NA,NA,"true",NA,NA,NA
"21",9.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"22",10.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"23",9.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"24",8.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"25",7.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"26",13.0,15.0,16.0,1.0,"false","true","false","false",16.0,6943.0,89683.0,2.078,0.0,"true","13.702778","0.7027780000000003","-1.2972219999999997"
"27",6.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"28",10.0,11.0,11.0,0.0,"true",NA,NA,NA,11.0,NA,NA,NA,NA,"true",NA,NA,NA
"29",12.0,13.0,13.0,0.0,"true",NA,NA,NA,13.0,NA,NA,NA,NA,"true",NA,NA,NA
"30",10.0,11.0,11.0,0.0,"true",NA,NA,NA,11.0,NA,NA,NA,NA,"true",NA,NA,NA
"31",10.0,11.0,13.0,2.0,"false","true","false","false",12.0,6943.0,90049.0,1.55,0.0,"false","10.488281","0.48828100000000063","-0.5117189999999994"
"32",10.0,11.0,12.0,1.0,"false","true","false","false",12.0,6943.0,90408.0,0.779,0.0,"true","10.45625","0.4562500000000007","-0.5437499999999993"
"33",10.0,11.0,11.0,0.0,"true",NA,NA,NA,11.0,NA,NA,NA,NA,"true",NA,NA,NA
"34",10.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"35",12.0,13.0,14.0,1.0,"false","true","false","false",14.0,6943.0,90204.0,1.081,0.0,"true","12.422222","0.42222199999999965","-0.5777780000000003"
"36",10.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"37",8.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"38",11.0,12.0,14.0,2.0,"false","true","false","false",14.0,6943.0,90511.0,1.015,0.0,"true","11.627595","0.6275949999999995","-0.37240500000000054"
"39",10.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"40",9.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
