"Instance","Blocking","Lower_Bound","Upper_Bound","Gap","Trivial_Instance","Opt_Solved","Timed_Out","Memory_Out","Opt_Value","Num_Variables","Num_Constraints","Solving_Time","Nodes_Iterations","UB_Opt","LP_Relax","LP_Diff_Blocking","LP_Diff_LB"
"Average",5.7749999999999995,6.75,7.049999999999999,0.3,"28","12","0","0",7.025,1764.0,15389.833333333334,0.11575,0.0,"39","7.1547098333333325","0.7380431666666665","-0.6786235"
"1",5.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"2",7.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"3",7.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"4",4.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"5",7.0,9.0,10.0,1.0,"false","true","false","false",9.0,1764.0,15323.0,0.097,0.0,"false","7.666667","0.6666670000000003","-1.3333329999999997"
"6",6.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"7",4.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"8",9.0,9.0,10.0,1.0,"false","true","false","false",10.0,1764.0,15344.0,0.341,0.0,"true","9.0","0.0","0.0"
"9",6.0,8.0,9.0,1.0,"false","true","false","false",9.0,1764.0,15394.0,0.096,0.0,"true","6.889368","0.8893680000000002","-1.1106319999999998"
"10",4.0,4.0,4.0,0.0,"true",NA,NA,NA,4.0,NA,NA,NA,NA,"true",NA,NA,NA
"11",9.0,10.0,11.0,1.0,"false","true","false","false",11.0,1764.0,15202.0,0.121,0.0,"true","9.619048","0.6190479999999994","-0.3809520000000006"
"12",6.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"13",8.0,10.0,11.0,1.0,"false","true","false","false",11.0,1764.0,15248.0,0.181,0.0,"true","9.0","1.0","-1.0"
"14",4.0,4.0,4.0,0.0,"true",NA,NA,NA,4.0,NA,NA,NA,NA,"true",NA,NA,NA
"15",7.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"16",6.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"17",6.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"18",4.0,4.0,4.0,0.0,"true",NA,NA,NA,4.0,NA,NA,NA,NA,"true",NA,NA,NA
"19",6.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"20",7.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"21",5.0,6.0,7.0,1.0,"false","true","false","false",7.0,1764.0,15486.0,0.059,0.0,"true","5.762742","0.7627420000000003","-0.23725799999999975"
"22",5.0,6.0,7.0,1.0,"false","true","false","false",7.0,1764.0,15481.0,0.065,0.0,"true","5.737401","0.7374010000000002","-0.2625989999999998"
"23",5.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"24",6.0,8.0,9.0,1.0,"false","true","false","false",9.0,1764.0,15292.0,0.099,0.0,"true","7.112245","1.1122449999999997","-0.8877550000000003"
"25",4.0,5.0,5.0,0.0,"true",NA,NA,NA,5.0,NA,NA,NA,NA,"true",NA,NA,NA
"26",6.0,8.0,9.0,1.0,"false","true","false","false",9.0,1764.0,15459.0,0.083,0.0,"true","6.983333","0.983333","-1.016667"
"27",6.0,6.0,7.0,1.0,"false","true","false","false",7.0,1764.0,15572.0,0.067,0.0,"true","6.285714","0.2857139999999996","0.2857139999999996"
"28",5.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"29",7.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"30",4.0,5.0,5.0,0.0,"true",NA,NA,NA,5.0,NA,NA,NA,NA,"true",NA,NA,NA
"31",8.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"32",6.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"33",6.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"34",5.0,7.0,8.0,1.0,"false","true","false","false",8.0,1764.0,15327.0,0.086,0.0,"true","5.866667","0.8666669999999996","-1.1333330000000004"
"35",5.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"36",5.0,7.0,8.0,1.0,"false","true","false","false",8.0,1764.0,15550.0,0.094,0.0,"true","5.933333","0.9333330000000002","-1.0666669999999998"
"37",10.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"38",3.0,3.0,3.0,0.0,"true",NA,NA,NA,3.0,NA,NA,NA,NA,"true",NA,NA,NA
"39",4.0,5.0,5.0,0.0,"true",NA,NA,NA,5.0,NA,NA,NA,NA,"true",NA,NA,NA
"40",4.0,5.0,5.0,0.0,"true",NA,NA,NA,5.0,NA,NA,NA,NA,"true",NA,NA,NA
