"Instance","Blocking","Lower_Bound","Upper_Bound","Gap","Trivial_Instance","Opt_Solved","Timed_Out","Memory_Out","Opt_Value","Num_Variables","Num_Constraints","Solving_Time","Nodes_Iterations","UB_Opt","LP_Relax","LP_Diff_Blocking","LP_Diff_LB"
"Average",4.7749999999999995,5.850000000000001,6.299999999999999,0.45000000000000007,"26","14","0","0",6.175,927.0,6730.714285714285,0.04107142857142858,0.0,"36","6.1504785","0.8647642142857144","-0.4209500714285714"
"1",3.0,4.0,5.0,1.0,"false","true","false","false",5.0,927.0,6887.0,0.014,0.0,"true","3.666667","0.6666669999999999","-0.3333330000000001"
"2",3.0,3.0,3.0,0.0,"true",NA,NA,NA,3.0,NA,NA,NA,NA,"true",NA,NA,NA
"3",6.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"4",4.0,5.0,5.0,0.0,"true",NA,NA,NA,5.0,NA,NA,NA,NA,"true",NA,NA,NA
"5",5.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"6",6.0,7.0,8.0,1.0,"false","true","false","false",7.0,927.0,6722.0,0.026,0.0,"false","6.506494","0.506494","-0.493506"
"7",7.0,9.0,10.0,1.0,"false","true","false","false",10.0,927.0,6650.0,0.037,0.0,"true","8.125541","1.1255410000000001","-0.8744589999999999"
"8",4.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"9",4.0,4.0,4.0,0.0,"true",NA,NA,NA,4.0,NA,NA,NA,NA,"true",NA,NA,NA
"10",8.0,9.0,10.0,1.0,"false","true","false","false",10.0,927.0,6587.0,0.051,0.0,"true","8.666667","0.6666670000000003","-0.33333299999999966"
"11",6.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"12",4.0,6.0,8.0,2.0,"false","true","false","false",7.0,927.0,6732.0,0.034,0.0,"false","5.357143","1.3571429999999998","-0.6428570000000002"
"13",3.0,3.0,3.0,0.0,"true",NA,NA,NA,3.0,NA,NA,NA,NA,"true",NA,NA,NA
"14",5.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"15",5.0,5.0,5.0,0.0,"true",NA,NA,NA,5.0,NA,NA,NA,NA,"true",NA,NA,NA
"16",7.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"17",3.0,5.0,6.0,1.0,"false","true","false","false",6.0,927.0,6843.0,0.014,0.0,"true","4.133333","1.1333330000000004","-0.8666669999999996"
"18",5.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"19",6.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"20",4.0,5.0,5.0,0.0,"true",NA,NA,NA,5.0,NA,NA,NA,NA,"true",NA,NA,NA
"21",6.0,7.0,8.0,1.0,"false","true","false","false",7.0,927.0,6784.0,0.021,0.0,"false","6.397849","0.3978489999999999","-0.6021510000000001"
"22",6.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"23",4.0,4.0,4.0,0.0,"true",NA,NA,NA,4.0,NA,NA,NA,NA,"true",NA,NA,NA
"24",4.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"25",6.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"26",3.0,4.0,4.0,0.0,"true",NA,NA,NA,4.0,NA,NA,NA,NA,"true",NA,NA,NA
"27",1.0,2.0,2.0,0.0,"true",NA,NA,NA,2.0,NA,NA,NA,NA,"true",NA,NA,NA
"28",6.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"29",7.0,8.0,9.0,1.0,"false","true","false","false",9.0,927.0,6716.0,0.038,0.0,"true","7.770115","0.7701149999999997","-0.22988500000000034"
"30",5.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"31",4.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"32",6.0,6.0,7.0,1.0,"false","true","false","false",7.0,927.0,6662.0,0.2,0.0,"true","6.346154","0.3461540000000003","0.3461540000000003"
"33",6.0,8.0,9.0,1.0,"false","true","false","false",9.0,927.0,6635.0,0.042,0.0,"true","7.342597","1.3425969999999996","-0.6574030000000004"
"34",5.0,6.0,7.0,1.0,"false","true","false","false",7.0,927.0,6796.0,0.018,0.0,"true","5.65","0.6500000000000004","-0.34999999999999964"
"35",5.0,5.0,5.0,0.0,"true",NA,NA,NA,5.0,NA,NA,NA,NA,"true",NA,NA,NA
"36",5.0,7.0,10.0,3.0,"false","true","false","false",8.0,927.0,6662.0,0.036,0.0,"false","6.317647","1.317647","-0.682353"
"37",3.0,3.0,3.0,0.0,"true",NA,NA,NA,3.0,NA,NA,NA,NA,"true",NA,NA,NA
"38",3.0,5.0,5.0,0.0,"true",NA,NA,NA,5.0,NA,NA,NA,NA,"true",NA,NA,NA
"39",4.0,5.0,6.0,1.0,"false","true","false","false",6.0,927.0,6759.0,0.022,0.0,"true","4.915966","0.9159660000000001","-0.08403399999999994"
"40",4.0,5.0,7.0,2.0,"false","true","false","false",7.0,927.0,6795.0,0.022,0.0,"true","4.910526","0.910526","-0.08947400000000005"
