"Instance","Blocking","Lower_Bound","Upper_Bound","Gap","Trivial_Instance","Opt_Solved","Timed_Out","Memory_Out","Opt_Value","Num_Variables","Num_Constraints","Solving_Time","Nodes_Iterations","UB_Opt","LP_Relax","LP_Diff_Blocking","LP_Diff_LB"
"Average",7.300000000000001,9.4,10.974999999999996,1.5749999999999995,"8","32","0","0",10.2,2005.0,16383.46875,0.14765624999999996,0.0,"20","8.859073375","1.359073375","-0.8284266250000001"
"1",6.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"2",7.0,9.0,10.0,1.0,"false","true","false","false",10.0,2005.0,16671.0,0.036,0.0,"true","8.047619","1.0476189999999992","-0.9523810000000008"
"3",7.0,10.0,11.0,1.0,"false","true","false","false",10.0,2005.0,16529.0,0.077,0.0,"false","8.410518","1.4105179999999997","-1.5894820000000003"
"4",7.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"5",8.0,9.0,10.0,1.0,"false","true","false","false",9.0,2005.0,16387.0,0.081,0.0,"false","8.825737","0.8257370000000002","-0.17426299999999983"
"6",3.0,5.0,5.0,0.0,"true",NA,NA,NA,5.0,NA,NA,NA,NA,"true",NA,NA,NA
"7",9.0,13.0,14.0,1.0,"false","true","false","false",13.0,2005.0,16318.0,0.143,0.0,"false","10.706349","1.7063489999999994","-2.2936510000000006"
"8",9.0,11.0,11.0,0.0,"true",NA,NA,NA,11.0,NA,NA,NA,NA,"true",NA,NA,NA
"9",4.0,6.0,8.0,2.0,"false","true","false","false",7.0,2005.0,16500.0,0.059,0.0,"false","5.668859","1.6688590000000003","-0.3311409999999997"
"10",6.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"11",7.0,7.0,10.0,3.0,"false","true","false","false",10.0,2005.0,16478.0,0.086,0.0,"true","7.694444","0.6944439999999998","0.6944439999999998"
"12",7.0,8.0,9.0,1.0,"false","true","false","false",8.0,2005.0,16603.0,0.063,0.0,"false","7.439216","0.43921600000000005","-0.560784"
"13",8.0,11.0,12.0,1.0,"false","true","false","false",12.0,2005.0,16429.0,0.092,0.0,"true","9.6","1.5999999999999996","-1.4000000000000004"
