"Instance","Blocking","Lower_Bound","Upper_Bound","Gap","Trivial_Instance","Opt_Solved","Timed_Out","Memory_Out","Opt_Value","Num_Variables","Num_Constraints","Solving_Time","Nodes_Iterations","UB_Opt","LP_Relax","LP_Diff_Blocking","LP_Diff_LB"
"Average",8.175,9.1,9.325000000000001,0.22499999999999998,"33","7","0","0",9.275,4696.0,54364.28571428572,0.6131428571428571,0.0,"38","9.789059571428572","0.7890595714285713","-0.925226142857143"
"1",6.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"2",9.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"3",7.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"4",7.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"5",10.0,12.0,12.0,0.0,"true",NA,NA,NA,12.0,NA,NA,NA,NA,"true",NA,NA,NA
"6",8.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"7",10.0,11.0,12.0,1.0,"false","true","false","false",12.0,4696.0,54126.0,0.549,0.0,"true","10.52619","0.5261899999999997","-0.4738100000000003"
"8",9.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"9",8.0,10.0,11.0,1.0,"false","true","false","false",11.0,4696.0,54341.0,0.467,0.0,"true","8.915","0.9149999999999991","-1.0850000000000009"
"10",7.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"11",9.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"12",7.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"13",8.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"14",9.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"15",6.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"16",8.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"17",9.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"18",6.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"19",10.0,11.0,12.0,1.0,"false","true","false","false",11.0,4696.0,54439.0,0.443,0.0,"false","10.28125","0.28125","-0.71875"
"20",7.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"21",8.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"22",11.0,13.0,14.0,1.0,"false","true","false","false",14.0,4696.0,54204.0,0.562,0.0,"true","11.846154","0.8461540000000003","-1.1538459999999997"
"23",8.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"24",5.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"25",8.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"26",8.0,10.0,11.0,1.0,"false","true","false","false",11.0,4696.0,54560.0,0.341,0.0,"true","8.945833","0.9458330000000004","-1.0541669999999996"
"27",11.0,13.0,13.0,0.0,"true",NA,NA,NA,13.0,NA,NA,NA,NA,"true",NA,NA,NA
"28",8.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"29",12.0,12.0,12.0,0.0,"true",NA,NA,NA,12.0,NA,NA,NA,NA,"true",NA,NA,NA
"30",9.0,10.0,10.0,0.0,"true",NA,NA,NA,10.0,NA,NA,NA,NA,"true",NA,NA,NA
"31",7.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"32",7.0,9.0,10.0,1.0,"false","true","false","false",10.0,4696.0,54539.0,0.388,0.0,"true","7.906061","0.9060610000000002","-1.0939389999999998"
"33",9.0,11.0,14.0,3.0,"false","true","false","false",13.0,4696.0,54341.0,1.542,0.0,"false","10.102929","1.1029289999999996","-0.8970710000000004"
"34",7.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"35",10.0,11.0,11.0,0.0,"true",NA,NA,NA,11.0,NA,NA,NA,NA,"true",NA,NA,NA
"36",6.0,7.0,7.0,0.0,"true",NA,NA,NA,7.0,NA,NA,NA,NA,"true",NA,NA,NA
"37",8.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"38",10.0,11.0,11.0,0.0,"true",NA,NA,NA,11.0,NA,NA,NA,NA,"true",NA,NA,NA
"39",6.0,6.0,6.0,0.0,"true",NA,NA,NA,6.0,NA,NA,NA,NA,"true",NA,NA,NA
"40",9.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
